大津市,342608
彦根市,113320
長浜市,114094
近江八幡市,81443
草津市,143104
守山市,83117
栗東市,69568
甲賀市,88743
野洲市,50179
湖南市,54572
高島市,46528
東近江市,112678
米原市,37472
日野町,21041
竜王町,11886
愛荘町,20984
豊郷町,7373
甲良町,6415
多賀町,7290
